:Data_list: ./hp_from_aepower_from_ae_20021221_to_20021221.txt
:Created: Fri Apr 10 15:50:50 UTC 2026
# This file is created to replicate NOAA HPI files created before 2013.
# Please use with caution as Sat number, hemisphere, activity level, and normalizing factors are placeholders.
#
# Source: AE or SME index.
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7    NOAA POES Satellite number
# 1X    (Space)
# A3    (S) or (N) - hemisphere
# I3    Hemispheric Power Index (activity level)
# F7.2  Estimated Hemispheric Power in gigawatts
# F7.2  Normalizing factor

2002-12-21 19:21:00 NOAA-17 (N)  6  30.58   0.75
2002-12-21 19:22:00 NOAA-17 (N)  6  29.86   0.75
2002-12-21 19:23:00 NOAA-17 (N)  6  28.64   0.75
2002-12-21 19:24:00 NOAA-17 (N)  6  27.01   0.75
2002-12-21 19:25:00 NOAA-17 (N)  6  26.39   0.75
2002-12-21 19:26:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 19:27:00 NOAA-17 (N)  6  24.76   0.75
2002-12-21 19:28:00 NOAA-17 (N)  6  23.13   0.75
2002-12-21 19:29:00 NOAA-17 (N)  6  23.23   0.75
2002-12-21 19:30:00 NOAA-17 (N)  6  23.03   0.75
2002-12-21 19:31:00 NOAA-17 (N)  6  21.70   0.75
2002-12-21 19:32:00 NOAA-17 (N)  6  21.70   0.75
2002-12-21 19:33:00 NOAA-17 (N)  6  21.19   0.75
2002-12-21 19:34:00 NOAA-17 (N)  6  20.48   0.75
2002-12-21 19:35:00 NOAA-17 (N)  6  20.27   0.75
2002-12-21 19:36:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 19:37:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 19:38:00 NOAA-17 (N)  6  21.19   0.75
2002-12-21 19:39:00 NOAA-17 (N)  6  20.58   0.75
2002-12-21 19:40:00 NOAA-17 (N)  6  23.03   0.75
2002-12-21 19:41:00 NOAA-17 (N)  6  20.48   0.75
2002-12-21 19:42:00 NOAA-17 (N)  6  19.87   0.75
2002-12-21 19:43:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 19:44:00 NOAA-17 (N)  6  19.25   0.75
2002-12-21 19:45:00 NOAA-17 (N)  6  19.15   0.75
2002-12-21 19:46:00 NOAA-17 (N)  6  19.25   0.75
2002-12-21 19:47:00 NOAA-17 (N)  6  19.36   0.75
2002-12-21 19:48:00 NOAA-17 (N)  6  19.56   0.75
2002-12-21 19:49:00 NOAA-17 (N)  6  19.77   0.75
2002-12-21 19:50:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 19:51:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 19:52:00 NOAA-17 (N)  6  20.48   0.75
2002-12-21 19:53:00 NOAA-17 (N)  6  21.70   0.75
2002-12-21 19:54:00 NOAA-17 (N)  6  20.89   0.75
2002-12-21 19:55:00 NOAA-17 (N)  6  20.48   0.75
2002-12-21 19:56:00 NOAA-17 (N)  6  20.89   0.75
2002-12-21 19:57:00 NOAA-17 (N)  6  19.97   0.75
2002-12-21 19:58:00 NOAA-17 (N)  6  19.66   0.75
2002-12-21 19:59:00 NOAA-17 (N)  6  19.25   0.75
2002-12-21 20:00:00 NOAA-17 (N)  6  19.66   0.75
2002-12-21 20:01:00 NOAA-17 (N)  6  18.64   0.75
2002-12-21 20:02:00 NOAA-17 (N)  6  18.54   0.75
2002-12-21 20:03:00 NOAA-17 (N)  6  18.95   0.75
2002-12-21 20:04:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 20:05:00 NOAA-17 (N)  6  18.03   0.75
2002-12-21 20:06:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 20:07:00 NOAA-17 (N)  6  18.74   0.75
2002-12-21 20:08:00 NOAA-17 (N)  6  17.11   0.75
2002-12-21 20:09:00 NOAA-17 (N)  6  17.32   0.75
2002-12-21 20:10:00 NOAA-17 (N)  6  17.62   0.75
2002-12-21 20:11:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:12:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:13:00 NOAA-17 (N)  6  17.42   0.75
2002-12-21 20:14:00 NOAA-17 (N)  6  17.73   0.75
2002-12-21 20:15:00 NOAA-17 (N)  6  17.32   0.75
2002-12-21 20:16:00 NOAA-17 (N)  6  17.42   0.75
2002-12-21 20:17:00 NOAA-17 (N)  6  17.42   0.75
2002-12-21 20:18:00 NOAA-17 (N)  6  17.93   0.75
2002-12-21 20:19:00 NOAA-17 (N)  6  18.54   0.75
2002-12-21 20:20:00 NOAA-17 (N)  6  17.93   0.75
2002-12-21 20:21:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 20:22:00 NOAA-17 (N)  6  20.27   0.75
2002-12-21 20:23:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 20:24:00 NOAA-17 (N)  6  18.54   0.75
2002-12-21 20:25:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 20:26:00 NOAA-17 (N)  6  19.87   0.75
2002-12-21 20:27:00 NOAA-17 (N)  6  20.68   0.75
2002-12-21 20:28:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 20:29:00 NOAA-17 (N)  6  17.62   0.75
2002-12-21 20:30:00 NOAA-17 (N)  6  17.21   0.75
2002-12-21 20:31:00 NOAA-17 (N)  6  17.01   0.75
2002-12-21 20:32:00 NOAA-17 (N)  6  17.62   0.75
2002-12-21 20:33:00 NOAA-17 (N)  6  16.50   0.75
2002-12-21 20:34:00 NOAA-17 (N)  6  16.70   0.75
2002-12-21 20:35:00 NOAA-17 (N)  6  16.91   0.75
2002-12-21 20:36:00 NOAA-17 (N)  6  17.32   0.75
2002-12-21 20:37:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:38:00 NOAA-17 (N)  6  17.52   0.75
2002-12-21 20:39:00 NOAA-17 (N)  6  16.70   0.75
2002-12-21 20:40:00 NOAA-17 (N)  6  16.70   0.75
2002-12-21 20:41:00 NOAA-17 (N)  6  18.34   0.75
2002-12-21 20:42:00 NOAA-17 (N)  6  17.32   0.75
2002-12-21 20:43:00 NOAA-17 (N)  6  17.52   0.75
2002-12-21 20:44:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:45:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:46:00 NOAA-17 (N)  6  18.54   0.75
2002-12-21 20:47:00 NOAA-17 (N)  6  18.13   0.75
2002-12-21 20:48:00 NOAA-17 (N)  6  17.42   0.75
2002-12-21 20:49:00 NOAA-17 (N)  6  17.32   0.75
2002-12-21 20:50:00 NOAA-17 (N)  6  18.13   0.75
2002-12-21 20:51:00 NOAA-17 (N)  6  17.83   0.75
2002-12-21 20:52:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 20:53:00 NOAA-17 (N)  6  19.15   0.75
2002-12-21 20:54:00 NOAA-17 (N)  6  20.58   0.75
2002-12-21 20:55:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 20:56:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 20:57:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 20:58:00 NOAA-17 (N)  6  18.74   0.75
2002-12-21 20:59:00 NOAA-17 (N)  6  19.87   0.75
2002-12-21 21:00:00 NOAA-17 (N)  6  21.50   0.75
2002-12-21 21:01:00 NOAA-17 (N)  6  21.40   0.75
2002-12-21 21:02:00 NOAA-17 (N)  6  21.19   0.75
2002-12-21 21:03:00 NOAA-17 (N)  6  24.35   0.75
2002-12-21 21:04:00 NOAA-17 (N)  6  23.54   0.75
2002-12-21 21:05:00 NOAA-17 (N)  6  23.54   0.75
2002-12-21 21:06:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 21:07:00 NOAA-17 (N)  6  25.99   0.75
2002-12-21 21:08:00 NOAA-17 (N)  6  26.39   0.75
2002-12-21 21:09:00 NOAA-17 (N)  6  25.48   0.75
2002-12-21 21:10:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 21:11:00 NOAA-17 (N)  6  25.58   0.75
2002-12-21 21:12:00 NOAA-17 (N)  6  25.88   0.75
2002-12-21 21:13:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 21:14:00 NOAA-17 (N)  6  26.50   0.75
2002-12-21 21:15:00 NOAA-17 (N)  6  27.72   0.75
2002-12-21 21:16:00 NOAA-17 (N)  6  29.35   0.75
2002-12-21 21:17:00 NOAA-17 (N)  6  30.98   0.75
2002-12-21 21:18:00 NOAA-17 (N)  6  31.70   0.75
2002-12-21 21:19:00 NOAA-17 (N)  6  32.92   0.75
2002-12-21 21:20:00 NOAA-17 (N)  6  34.66   0.75
2002-12-21 21:21:00 NOAA-17 (N)  6  34.66   0.75
2002-12-21 21:22:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 21:23:00 NOAA-17 (N)  6  32.41   0.75
2002-12-21 21:24:00 NOAA-17 (N)  6  30.07   0.75
2002-12-21 21:25:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 21:26:00 NOAA-17 (N)  6  28.54   0.75
2002-12-21 21:27:00 NOAA-17 (N)  6  27.52   0.75
2002-12-21 21:28:00 NOAA-17 (N)  6  26.70   0.75
2002-12-21 21:29:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 21:30:00 NOAA-17 (N)  6  25.68   0.75
2002-12-21 21:31:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 21:32:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 21:33:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 21:34:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 21:35:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 21:36:00 NOAA-17 (N)  6  24.56   0.75
2002-12-21 21:37:00 NOAA-17 (N)  6  24.35   0.75
2002-12-21 21:38:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 21:39:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 21:40:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 21:41:00 NOAA-17 (N)  6  23.54   0.75
2002-12-21 21:42:00 NOAA-17 (N)  6  23.03   0.75
2002-12-21 21:43:00 NOAA-17 (N)  6  22.21   0.75
2002-12-21 21:44:00 NOAA-17 (N)  6  22.21   0.75
2002-12-21 21:45:00 NOAA-17 (N)  6  22.42   0.75
2002-12-21 21:46:00 NOAA-17 (N)  6  22.31   0.75
2002-12-21 21:47:00 NOAA-17 (N)  6  22.21   0.75
2002-12-21 21:48:00 NOAA-17 (N)  6  21.60   0.75
2002-12-21 21:49:00 NOAA-17 (N)  6  21.09   0.75
2002-12-21 21:50:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 21:51:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 21:52:00 NOAA-17 (N)  6  21.29   0.75
2002-12-21 21:53:00 NOAA-17 (N)  6  21.50   0.75
2002-12-21 21:54:00 NOAA-17 (N)  6  22.01   0.75
2002-12-21 21:55:00 NOAA-17 (N)  6  22.21   0.75
2002-12-21 21:56:00 NOAA-17 (N)  6  22.72   0.75
2002-12-21 21:57:00 NOAA-17 (N)  6  23.74   0.75
2002-12-21 21:58:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 21:59:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 22:00:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 22:01:00 NOAA-17 (N)  6  26.90   0.75
2002-12-21 22:02:00 NOAA-17 (N)  6  26.70   0.75
2002-12-21 22:03:00 NOAA-17 (N)  6  26.39   0.75
2002-12-21 22:04:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 22:05:00 NOAA-17 (N)  6  25.58   0.75
2002-12-21 22:06:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 22:07:00 NOAA-17 (N)  6  24.76   0.75
2002-12-21 22:08:00 NOAA-17 (N)  6  24.15   0.75
2002-12-21 22:09:00 NOAA-17 (N)  6  23.74   0.75
2002-12-21 22:10:00 NOAA-17 (N)  6  23.95   0.75
2002-12-21 22:11:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 22:12:00 NOAA-17 (N)  6  25.27   0.75
2002-12-21 22:13:00 NOAA-17 (N)  6  25.48   0.75
2002-12-21 22:14:00 NOAA-17 (N)  6  25.07   0.75
2002-12-21 22:15:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 22:16:00 NOAA-17 (N)  6  25.88   0.75
2002-12-21 22:17:00 NOAA-17 (N)  6  26.29   0.75
2002-12-21 22:18:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 22:19:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 22:20:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 22:21:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 22:22:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 22:23:00 NOAA-17 (N)  6  25.27   0.75
2002-12-21 22:24:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 22:25:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 22:26:00 NOAA-17 (N)  6  25.07   0.75
2002-12-21 22:27:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 22:28:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 22:29:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 22:30:00 NOAA-17 (N)  6  25.99   0.75
2002-12-21 22:31:00 NOAA-17 (N)  6  29.15   0.75
2002-12-21 22:32:00 NOAA-17 (N)  6  31.39   0.75
2002-12-21 22:33:00 NOAA-17 (N)  6  31.70   0.75
2002-12-21 22:34:00 NOAA-17 (N)  6  31.19   0.75
2002-12-21 22:35:00 NOAA-17 (N)  6  31.80   0.75
2002-12-21 22:36:00 NOAA-17 (N)  6  28.33   0.75
2002-12-21 22:37:00 NOAA-17 (N)  6  27.82   0.75
2002-12-21 22:38:00 NOAA-17 (N)  6  27.52   0.75
2002-12-21 22:39:00 NOAA-17 (N)  6  26.80   0.75
2002-12-21 22:40:00 NOAA-17 (N)  6  26.90   0.75
2002-12-21 22:41:00 NOAA-17 (N)  6  26.70   0.75
2002-12-21 22:42:00 NOAA-17 (N)  6  28.33   0.75
2002-12-21 22:43:00 NOAA-17 (N)  6  29.15   0.75
2002-12-21 22:44:00 NOAA-17 (N)  6  28.94   0.75
2002-12-21 22:45:00 NOAA-17 (N)  6  30.27   0.75
2002-12-21 22:46:00 NOAA-17 (N)  6  31.80   0.75
2002-12-21 22:47:00 NOAA-17 (N)  6  32.82   0.75
2002-12-21 22:48:00 NOAA-17 (N)  6  32.92   0.75
2002-12-21 22:49:00 NOAA-17 (N)  6  33.33   0.75
2002-12-21 22:50:00 NOAA-17 (N)  6  38.43   0.75
2002-12-21 22:51:00 NOAA-17 (N)  6  39.55   0.75
2002-12-21 22:52:00 NOAA-17 (N)  6  39.86   0.75
2002-12-21 22:53:00 NOAA-17 (N)  6  36.19   0.75
2002-12-21 22:54:00 NOAA-17 (N)  6  35.68   0.75
2002-12-21 22:55:00 NOAA-17 (N)  6  35.17   0.75
2002-12-21 22:56:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 22:57:00 NOAA-17 (N)  6  34.96   0.75
2002-12-21 22:58:00 NOAA-17 (N)  6  35.37   0.75
2002-12-21 22:59:00 NOAA-17 (N)  6  34.76   0.75
2002-12-21 23:00:00 NOAA-17 (N)  6  34.76   0.75
2002-12-21 23:01:00 NOAA-17 (N)  6  34.45   0.75
2002-12-21 23:02:00 NOAA-17 (N)  6  31.90   0.75
2002-12-21 23:03:00 NOAA-17 (N)  6  30.68   0.75
2002-12-21 23:04:00 NOAA-17 (N)  6  33.13   0.75
2002-12-21 23:05:00 NOAA-17 (N)  6  34.86   0.75
2002-12-21 23:06:00 NOAA-17 (N)  6  32.72   0.75
2002-12-21 23:07:00 NOAA-17 (N)  6  33.02   0.75
2002-12-21 23:08:00 NOAA-17 (N)  6  34.66   0.75
2002-12-21 23:09:00 NOAA-17 (N)  6  35.47   0.75
2002-12-21 23:10:00 NOAA-17 (N)  6  33.64   0.75
2002-12-21 23:11:00 NOAA-17 (N)  6  37.00   0.75
2002-12-21 23:12:00 NOAA-17 (N)  6  36.90   0.75
2002-12-21 23:13:00 NOAA-17 (N)  6  34.35   0.75
2002-12-21 23:14:00 NOAA-17 (N)  6  35.17   0.75
2002-12-21 23:15:00 NOAA-17 (N)  6  35.98   0.75
2002-12-21 23:16:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 23:17:00 NOAA-17 (N)  6  33.02   0.75
2002-12-21 23:18:00 NOAA-17 (N)  6  33.33   0.75
2002-12-21 23:19:00 NOAA-17 (N)  6  33.74   0.75
2002-12-21 23:20:00 NOAA-17 (N)  6  35.17   0.75
2002-12-21 23:21:00 NOAA-17 (N)  6  36.90   0.75
2002-12-21 23:22:00 NOAA-17 (N)  6  37.61   0.75
2002-12-21 23:23:00 NOAA-17 (N)  6  37.51   0.75
2002-12-21 23:24:00 NOAA-17 (N)  6  36.29   0.75
2002-12-21 23:25:00 NOAA-17 (N)  6  36.49   0.75
2002-12-21 23:26:00 NOAA-17 (N)  6  36.39   0.75
2002-12-21 23:27:00 NOAA-17 (N)  6  35.78   0.75
2002-12-21 23:28:00 NOAA-17 (N)  6  35.88   0.75
2002-12-21 23:29:00 NOAA-17 (N)  6  39.04   0.75
2002-12-21 23:30:00 NOAA-17 (N)  6  41.29   0.75
2002-12-21 23:31:00 NOAA-17 (N)  6  42.41   0.75
2002-12-21 23:32:00 NOAA-17 (N)  6  43.84   0.75
2002-12-21 23:33:00 NOAA-17 (N)  6  44.75   0.75
2002-12-21 23:34:00 NOAA-17 (N)  6  45.27   0.75
2002-12-21 23:35:00 NOAA-17 (N)  6  44.96   0.75
2002-12-21 23:36:00 NOAA-17 (N)  6  44.45   0.75
2002-12-21 23:37:00 NOAA-17 (N)  6  43.43   0.75
2002-12-21 23:38:00 NOAA-17 (N)  6  44.04   0.75
2002-12-21 23:39:00 NOAA-17 (N)  6  44.65   0.75
2002-12-21 23:40:00 NOAA-17 (N)  6  43.43   0.75
2002-12-21 23:41:00 NOAA-17 (N)  6  42.72   0.75
2002-12-21 23:42:00 NOAA-17 (N)  6  43.02   0.75
2002-12-21 23:43:00 NOAA-17 (N)  6  43.94   0.75
2002-12-21 23:44:00 NOAA-17 (N)  6  44.55   0.75
2002-12-21 23:45:00 NOAA-17 (N)  6  45.06   0.75
2002-12-21 23:46:00 NOAA-17 (N)  6  44.24   0.75
2002-12-21 23:47:00 NOAA-17 (N)  6  42.72   0.75
2002-12-21 23:48:00 NOAA-17 (N)  6  42.10   0.75
2002-12-21 23:49:00 NOAA-17 (N)  6  41.49   0.75
2002-12-21 23:50:00 NOAA-17 (N)  6  40.88   0.75
2002-12-21 23:51:00 NOAA-17 (N)  6  40.98   0.75
2002-12-21 23:52:00 NOAA-17 (N)  6  41.19   0.75
2002-12-21 23:53:00 NOAA-17 (N)  6  41.19   0.75
2002-12-21 23:54:00 NOAA-17 (N)  6  41.90   0.75
2002-12-21 23:55:00 NOAA-17 (N)  6  42.61   0.75
2002-12-21 23:56:00 NOAA-17 (N)  6  43.12   0.75
2002-12-21 23:57:00 NOAA-17 (N)  6  41.39   0.75
2002-12-21 23:58:00 NOAA-17 (N)  6  40.57   0.75
2002-12-21 23:59:00 NOAA-17 (N)  6  40.37   0.75
